,year,state,candidate,party,totalvotes,Eligible_voting_pop,electoralvotes,candidatevotes,state_won_flag,percent_won
335,1980,Arkansas,Other,libertarian,837582,1610104.0,6.0,8970,0,1.07
336,1980,Arkansas,Other,citizens,837582,1610104.0,6.0,2345,0,0.28
337,1980,Arkansas,Other,communist party use,837582,1610104.0,6.0,1244,0,0.15
338,1980,Arkansas,"Reagan, Ronald",republican,837582,1610104.0,6.0,403164,1,48.13
339,1980,California,Other,independent,8582938,15610966.0,45.0,739618,0,8.62
340,1980,California,"Carter, Jimmy",democrat,8582938,15610966.0,45.0,3082943,0,35.92
341,1980,California,Other,libertarian,8582938,15610966.0,45.0,148390,0,1.73
342,1980,California,Other,citizens,8582938,15610966.0,45.0,61046,0,0.71
343,1980,California,Other,american independent party,8582938,15610966.0,45.0,9841,0,0.11
344,1980,California,"Reagan, Ronald",republican,8582938,15610966.0,45.0,4522994,1,52.7
345,1980,California,Other,peace & freedom,8582938,15610966.0,45.0,18106,0,0.21
346,1980,Colorado,Other,independent,1184450,2071959.0,7.0,130633,0,11.03
347,1980,Colorado,Other,prohibition,1184450,2071959.0,7.0,1180,0,0.1
348,1980,Colorado,"Carter, Jimmy",democrat,1184450,2071959.0,7.0,368009,0,31.07
349,1980,Colorado,Other,libertarian,1184450,2071959.0,7.0,25744,0,2.17
350,1980,Colorado,Other,citizens,1184450,2071959.0,7.0,5614,0,0.47
351,1980,Colorado,Other,communist party use,1184450,2071959.0,7.0,487,0,0.04
352,1980,Colorado,Other,socialist workers,1184450,2071959.0,7.0,519,0,0.04
353,1980,Colorado,"Reagan, Ronald",republican,1184450,2071959.0,7.0,652264,1,55.07
354,1980,Connecticut,Other,independent,1406285,2201356.0,8.0,171807,0,12.22
355,1980,Connecticut,"Carter, Jimmy",democrat,1406285,2201356.0,8.0,541732,0,38.52
356,1980,Connecticut,Other,libertarian,1406285,2201356.0,8.0,8570,0,0.61
357,1980,Connecticut,Other,citizens,1406285,2201356.0,8.0,6130,0,0.44
358,1980,Connecticut,"Reagan, Ronald",republican,1406285,2201356.0,8.0,677210,1,48.16
359,1980,Delaware,Other,independent,235668,421344.0,3.0,16288,0,6.91
360,1980,Delaware,"Carter, Jimmy",democrat,235668,421344.0,3.0,105754,0,44.87
361,1980,Delaware,Other,libertarian,235668,421344.0,3.0,1974,0,0.84
362,1980,Delaware,Other,american,235668,421344.0,3.0,400,0,0.17
363,1980,Delaware,"Reagan, Ronald",republican,235668,421344.0,3.0,111252,1,47.21
364,1980,Florida,Other,independent,3686927,7088658.0,17.0,189692,0,5.14
365,1980,Florida,"Carter, Jimmy",democrat,3686927,7088658.0,17.0,1419475,0,38.5
366,1980,Florida,Other,libertarian,3686927,7088658.0,17.0,30524,0,0.83
367,1980,Florida,"Reagan, Ronald",republican,3686927,7088658.0,17.0,2046951,1,55.52
368,1980,Georgia,Other,independent,1596805,3791652.0,12.0,36055,0,2.26
369,1980,Georgia,"Carter, Jimmy",democrat,1596805,3791652.0,12.0,890955,1,55.8
370,1980,Georgia,Other,libertarian,1596805,3791652.0,12.0,15627,0,0.98
371,1980,Georgia,"Reagan, Ronald",republican,1596805,3791652.0,12.0,654168,0,40.97
372,1980,Hawaii,Other,independent,303287,646583.0,4.0,32021,0,10.56
373,1980,Hawaii,"Carter, Jimmy",democrat,303287,646583.0,4.0,135879,1,44.8
374,1980,Hawaii,Other,libertarian,303287,646583.0,4.0,3269,0,1.08
375,1980,Hawaii,Other,citizens,303287,646583.0,4.0,1548,0,0.51
376,1980,Hawaii,Other,communist party use,303287,646583.0,4.0,458,0,0.15
377,1980,Hawaii,"Reagan, Ronald",republican,303287,646583.0,4.0,130112,0,42.9
378,1980,Idaho,Other,independent,437431,633624.0,4.0,27058,0,6.19
379,1980,Idaho,"Carter, Jimmy",democrat,437431,633624.0,4.0,110192,0,25.19
380,1980,Idaho,Other,libertarian,437431,633624.0,4.0,8425,0,1.93
381,1980,Idaho,Other,american independent party,437431,633624.0,4.0,1057,0,0.24
382,1980,Idaho,"Reagan, Ronald",republican,437431,633624.0,4.0,290699,1,66.46
383,1980,Illinois,Other,independent,4749721,7868300.0,26.0,346754,0,7.3
384,1980,Illinois,"Carter, Jimmy",democrat,4749721,7868300.0,26.0,1981413,0,41.72
385,1980,Illinois,Other,libertarian,4749721,7868300.0,26.0,38939,0,0.82
386,1980,Illinois,Other,citizens,4749721,7868300.0,26.0,10692,0,0.23
387,1980,Illinois,Other,socialist workers,4749721,7868300.0,26.0,1302,0,0.03
388,1980,Illinois,Other,workers world,4749721,7868300.0,26.0,2257,0,0.05
389,1980,Illinois,Other,communist party use,4749721,7868300.0,26.0,9711,0,0.2
390,1980,Illinois,"Reagan, Ronald",republican,4749721,7868300.0,26.0,2358049,1,49.65
391,1980,Indiana,Other,independent,2242033,3846321.0,13.0,111639,0,4.98
392,1980,Indiana,"Carter, Jimmy",democrat,2242033,3846321.0,13.0,844197,0,37.65
393,1980,Indiana,Other,libertarian,2242033,3846321.0,13.0,19627,0,0.88
394,1980,Indiana,Other,citizens,2242033,3846321.0,13.0,4852,0,0.22
395,1980,Indiana,Other,socialist workers,2242033,3846321.0,13.0,610,0,0.03
396,1980,Indiana,Other,american,2242033,3846321.0,13.0,4750,0,0.21
397,1980,Indiana,Other,communist party use,2242033,3846321.0,13.0,702,0,0.03
398,1980,Indiana,"Reagan, Ronald",republican,2242033,3846321.0,13.0,1255656,1,56.01
399,1980,Iowa,Other,independent,1317661,2070935.0,8.0,115633,0,8.78
400,1980,Iowa,Other,prohibition,1317661,2070935.0,8.0,150,0,0.01
401,1980,Iowa,"Carter, Jimmy",democrat,1317661,2070935.0,8.0,508672,0,38.6
402,1980,Iowa,Other,libertarian,1317661,2070935.0,8.0,13123,0,1.0
403,1980,Iowa,Other,citizens,1317661,2070935.0,8.0,2273,0,0.17
404,1980,Iowa,Other,socialist workers,1317661,2070935.0,8.0,244,0,0.02
405,1980,Iowa,Other,american,1317661,2070935.0,8.0,189,0,0.01
406,1980,Iowa,Other,communist party use,1317661,2070935.0,8.0,298,0,0.02
407,1980,Iowa,Other,socialist,1317661,2070935.0,8.0,534,0,0.04
408,1980,Iowa,"Reagan, Ronald",republican,1317661,2070935.0,8.0,676026,1,51.31
409,1980,Kansas,Other,independent,979795,1704420.0,7.0,68231,0,6.96
410,1980,Kansas,Other,prohibition,979795,1704420.0,7.0,821,0,0.08
411,1980,Kansas,"Carter, Jimmy",democrat,979795,1704420.0,7.0,326150,0,33.29
412,1980,Kansas,Other,libertarian,979795,1704420.0,7.0,14470,0,1.48
413,1980,Kansas,Other,communist party use,979795,1704420.0,7.0,967,0,0.1
414,1980,Kansas,Other,american independent party,979795,1704420.0,7.0,789,0,0.08
415,1980,Kansas,"Reagan, Ronald",republican,979795,1704420.0,7.0,566812,1,57.85
416,1980,Kansas,Other,american,979795,1704420.0,7.0,1555,0,0.16
417,1980,Kentucky,Other,independent,1295627,2562572.0,9.0,31127,0,2.4
418,1980,Kentucky,"Carter, Jimmy",democrat,1295627,2562572.0,9.0,617417,0,47.65
419,1980,Kentucky,Other,libertarian,1295627,2562572.0,9.0,5531,0,0.43
420,1980,Kentucky,Other,citizens,1295627,2562572.0,9.0,1304,0,0.1
421,1980,Kentucky,Other,communist party use,1295627,2562572.0,9.0,348,0,0.03
422,1980,Kentucky,Other,right-to-life,1295627,2562572.0,9.0,4233,0,0.33
423,1980,Kentucky,Other,socialist workers,1295627,2562572.0,9.0,393,0,0.03
424,1980,Kentucky,"Reagan, Ronald",republican,1295627,2562572.0,9.0,635274,1,49.03
425,1980,Louisiana,Other,independent,1548591,2868792.0,10.0,26345,0,1.7
426,1980,Louisiana,"Carter, Jimmy",democrat,1548591,2868792.0,10.0,708453,0,45.75
427,1980,Louisiana,Other,libertarian,1548591,2868792.0,10.0,8240,0,0.53
428,1980,Louisiana,Other,citizens,1548591,2868792.0,10.0,1584,0,0.1
429,1980,Louisiana,Other,socialist workers,1548591,2868792.0,10.0,783,0,0.05
430,1980,Louisiana,Other,american independent party,1548591,2868792.0,10.0,10333,0,0.67
431,1980,Louisiana,"Reagan, Ronald",republican,1548591,2868792.0,10.0,792853,1,51.2
432,1980,Maine,Other,independent,523011,799746.0,4.0,53327,0,10.2
433,1980,Maine,"Carter, Jimmy",democrat,523011,799746.0,4.0,220974,0,42.25
434,1980,Maine,Other,libertarian,523011,799746.0,4.0,5119,0,0.98
435,1980,Maine,Other,citizens,523011,799746.0,4.0,4394,0,0.84
436,1980,Maine,Other,communist party use,523011,799746.0,4.0,591,0,0.11
437,1980,Maine,"Reagan, Ronald",republican,523011,799746.0,4.0,238522,1,45.61
438,1980,Maryland,Other,independent,1540496,2964704.0,10.0,119537,0,7.76
439,1980,Maryland,"Carter, Jimmy",democrat,1540496,2964704.0,10.0,726161,1,47.14
440,1980,Maryland,Other,libertarian,1540496,2964704.0,10.0,14192,0,0.92
441,1980,Maryland,"Reagan, Ronald",republican,1540496,2964704.0,10.0,680606,0,44.18
442,1980,Massachusetts,Other,independent,2524090,4110721.0,14.0,382539,0,15.16
443,1980,Massachusetts,"Carter, Jimmy",democrat,2524090,4110721.0,14.0,1053802,0,41.75
444,1980,Massachusetts,Other,libertarian,2524090,4110721.0,14.0,22038,0,0.87
445,1980,Massachusetts,Other,citizens,2524090,4110721.0,14.0,2056,0,0.08
446,1980,Massachusetts,Other,socialist workers,2524090,4110721.0,14.0,3735,0,0.15
447,1980,Massachusetts,"Reagan, Ronald",republican,2524090,4110721.0,14.0,1057631,1,41.9
448,1980,Michigan,Other,independent,3909725,6374955.0,21.0,275223,0,7.04
449,1980,Michigan,"Carter, Jimmy",democrat,3909725,6374955.0,21.0,1661532,0,42.5
450,1980,Michigan,Other,libertarian,3909725,6374955.0,21.0,41597,0,1.06
451,1980,Michigan,Other,citizens,3909725,6374955.0,21.0,11930,0,0.31
452,1980,Michigan,Other,communist party use,3909725,6374955.0,21.0,3262,0,0.08
453,1980,Michigan,"Reagan, Ronald",republican,3909725,6374955.0,21.0,1915225,1,48.99
454,1980,Minnesota,Other,independent,2051916,2882406.0,10.0,174997,0,8.53
455,1980,Minnesota,"Carter, Jimmy",democrat,2051916,2882406.0,10.0,954173,1,46.5
456,1980,Minnesota,Other,libertarian,2051916,2882406.0,10.0,31593,0,1.54
457,1980,Minnesota,Other,citizens,2051916,2882406.0,10.0,8406,0,0.41
458,1980,Minnesota,Other,socialist workers,2051916,2882406.0,10.0,711,0,0.03
459,1980,Minnesota,Other,workers world,2051916,2882406.0,10.0,698,0,0.03
460,1980,Minnesota,Other,communist party use,2051916,2882406.0,10.0,1117,0,0.05
461,1980,Minnesota,Other,socialist,2051916,2882406.0,10.0,536,0,0.03
462,1980,Minnesota,"Reagan, Ronald",republican,2051916,2882406.0,10.0,873268,0,42.56
463,1980,Mississippi,Other,independent,891750,1704163.0,7.0,12036,0,1.35
464,1980,Mississippi,"Carter, Jimmy",democrat,891750,1704163.0,7.0,429281,0,48.14
465,1980,Mississippi,Other,libertarian,891750,1704163.0,7.0,4702,0,0.53
466,1980,Mississippi,Other,workers world,891750,1704163.0,7.0,2402,0,0.27
467,1980,Mississippi,Other,socialist workers,891750,1704163.0,7.0,2240,0,0.25
468,1980,Mississippi,"Reagan, Ronald",republican,891750,1704163.0,7.0,441089,1,49.46
469,1980,Missouri,Other,independent,2099824,3529489.0,12.0,77920,0,3.71
470,1980,Missouri,"Carter, Jimmy",democrat,2099824,3529489.0,12.0,931182,0,44.35
471,1980,Missouri,Other,libertarian,2099824,3529489.0,12.0,14422,0,0.69
472,1980,Missouri,Other,socialist workers,2099824,3529489.0,12.0,1515,0,0.07
473,1980,Missouri,"Reagan, Ronald",republican,2099824,3529489.0,12.0,1074181,1,51.16
474,1980,Montana,Other,independent,363952,554636.0,4.0,29281,0,8.05
475,1980,Montana,"Carter, Jimmy",democrat,363952,554636.0,4.0,118032,0,32.43
476,1980,Montana,Other,libertarian,363952,554636.0,4.0,9825,0,2.7
477,1980,Montana,"Reagan, Ronald",republican,363952,554636.0,4.0,206814,1,56.82
478,1980,Nebraska,Other,independent,639533,1115142.0,5.0,44854,0,7.01
479,1980,Nebraska,"Carter, Jimmy",democrat,639533,1115142.0,5.0,166424,0,26.02
480,1980,Nebraska,Other,libertarian,639533,1115142.0,5.0,9041,0,1.41
481,1980,Nebraska,"Reagan, Ronald",republican,639533,1115142.0,5.0,419214,1,65.55
482,1980,Nevada,Other,independent,243692,573118.0,3.0,17651,0,7.24
483,1980,Nevada,"Carter, Jimmy",democrat,243692,573118.0,3.0,66666,0,27.36
484,1980,Nevada,Other,libertarian,243692,573118.0,3.0,4358,0,1.79
485,1980,Nevada,"Reagan, Ronald",republican,243692,573118.0,3.0,155017,1,63.61
486,1980,New Hampshire,Other,independent,383990,660560.0,4.0,49693,0,12.94
487,1980,New Hampshire,"Carter, Jimmy",democrat,383990,660560.0,4.0,108864,0,28.35
488,1980,New Hampshire,Other,libertarian,383990,660560.0,4.0,2064,0,0.54
489,1980,New Hampshire,Other,citizens,383990,660560.0,4.0,1320,0,0.34
490,1980,New Hampshire,Other,socialist workers,383990,660560.0,4.0,71,0,0.02
491,1980,New Hampshire,Other,workers world,383990,660560.0,4.0,76,0,0.02
492,1980,New Hampshire,Other,communist party use,383990,660560.0,4.0,129,0,0.03
493,1980,New Hampshire,"Reagan, Ronald",republican,383990,660560.0,4.0,221705,1,57.74
494,1980,New Jersey,Other,independent,2975684,5123773.0,17.0,234632,0,7.88
495,1980,New Jersey,"Carter, Jimmy",democrat,2975684,5123773.0,17.0,1147364,0,38.56
496,1980,New Jersey,Other,libertarian,2975684,5123773.0,17.0,20652,0,0.69
497,1980,New Jersey,Other,citizens,2975684,5123773.0,17.0,8203,0,0.28
498,1980,New Jersey,Other,down with lawyers,2975684,5123773.0,17.0,1718,0,0.06
499,1980,New Jersey,Other,workers world,2975684,5123773.0,17.0,1288,0,0.04
500,1980,New Jersey,Other,communist party use,2975684,5123773.0,17.0,2555,0,0.09
501,1980,New Jersey,Other,middle class candidate,2975684,5123773.0,17.0,3694,0,0.12
502,1980,New Jersey,Other,right-to-life,2975684,5123773.0,17.0,3927,0,0.13
503,1980,New Jersey,Other,socialist,2975684,5123773.0,17.0,1973,0,0.07
504,1980,New Jersey,Other,socialist workers,2975684,5123773.0,17.0,2198,0,0.07
505,1980,New Jersey,"Reagan, Ronald",republican,2975684,5123773.0,17.0,1546557,1,51.97
506,1980,New Jersey,Other,independent,2975684,5123773.0,17.0,923,0,0.03
507,1980,New Mexico,Other,independent,456237,873515.0,4.0,29459,0,6.46
508,1980,New Mexico,Other,prohibition,456237,873515.0,4.0,1281,0,0.28
509,1980,New Mexico,"Carter, Jimmy",democrat,456237,873515.0,4.0,167826,0,36.78
510,1980,New Mexico,Other,libertarian,456237,873515.0,4.0,4365,0,0.96
511,1980,New Mexico,Other,citizens,456237,873515.0,4.0,2202,0,0.48
512,1980,New Mexico,Other,socialist workers,456237,873515.0,4.0,325,0,0.07
513,1980,New Mexico,"Reagan, Ronald",republican,456237,873515.0,4.0,250779,1,54.97
514,1980,New York,Other,independent,6201959,12006100.0,41.0,467801,0,7.54
515,1980,New York,"Carter, Jimmy",democrat,6201959,12006100.0,41.0,2728372,0,43.99
516,1980,New York,Other,libertarian,6201959,12006100.0,41.0,52648,0,0.85
517,1980,New York,Other,citizens,6201959,12006100.0,41.0,23186,0,0.37
518,1980,New York,Other,socialist workers,6201959,12006100.0,41.0,2068,0,0.03
519,1980,New York,Other,workers world,6201959,12006100.0,41.0,1416,0,0.02
520,1980,New York,Other,communist party use,6201959,12006100.0,41.0,7414,0,0.12
521,1980,New York,Other,right-to-life,6201959,12006100.0,41.0,24159,0,0.39
522,1980,New York,"Reagan, Ronald",republican,6201959,12006100.0,41.0,2893831,1,46.66
523,1980,North Carolina,Other,independent,1855833,4203817.0,13.0,52800,0,2.85
524,1980,North Carolina,"Carter, Jimmy",democrat,1855833,4203817.0,13.0,875635,0,47.18
525,1980,North Carolina,Other,libertarian,1855833,4203817.0,13.0,9677,0,0.52
526,1980,North Carolina,Other,citizens,1855833,4203817.0,13.0,2287,0,0.12
527,1980,North Carolina,Other,socialist workers,1855833,4203817.0,13.0,416,0,0.02
528,1980,North Carolina,"Reagan, Ronald",republican,1855833,4203817.0,13.0,915018,1,49.3
529,1980,North Dakota,Other,independent,301116,462223.0,3.0,23640,0,7.85
530,1980,North Dakota,Other,prohibition,301116,462223.0,3.0,54,0,0.02
531,1980,North Dakota,"Carter, Jimmy",democrat,301116,462223.0,3.0,79189,0,26.3
532,1980,North Dakota,Other,libertarian,301116,462223.0,3.0,3743,0,1.24
533,1980,North Dakota,Other,socialist workers,301116,462223.0,3.0,89,0,0.03
534,1980,North Dakota,Other,american,301116,462223.0,3.0,235,0,0.08
535,1980,North Dakota,Other,communist party use,301116,462223.0,3.0,93,0,0.03
536,1980,North Dakota,Other,natural people's league,301116,462223.0,3.0,296,0,0.1
537,1980,North Dakota,Other,socialist,301116,462223.0,3.0,82,0,0.03
538,1980,North Dakota,"Reagan, Ronald",republican,301116,462223.0,3.0,193695,1,64.33
539,1980,Ohio,Other,independent,4283603,7637813.0,25.0,254472,0,5.94
540,1980,Ohio,Other,prohibition,4283603,7637813.0,25.0,27,0,0.0
541,1980,Ohio,"Carter, Jimmy",democrat,4283603,7637813.0,25.0,1752414,0,40.91
542,1980,Ohio,Other,libertarian,4283603,7637813.0,25.0,49033,0,1.14
543,1980,Ohio,Other,citizens,4283603,7637813.0,25.0,8564,0,0.2
544,1980,Ohio,Other,socialist workers,4283603,7637813.0,25.0,4029,0,0.09
545,1980,Ohio,Other,workers world,4283603,7637813.0,25.0,3790,0,0.09
546,1980,Ohio,Other,communist party use,4283603,7637813.0,25.0,4729,0,0.11
547,1980,Ohio,"Reagan, Ronald",republican,4283603,7637813.0,25.0,2206545,1,51.51
548,1980,Oklahoma,Other,independent,1149708,2162051.0,8.0,38284,0,3.33
549,1980,Oklahoma,"Carter, Jimmy",democrat,1149708,2162051.0,8.0,402026,0,34.97
550,1980,Oklahoma,Other,libertarian,1149708,2162051.0,8.0,13828,0,1.2
551,1980,Oklahoma,"Reagan, Ronald",republican,1149708,2162051.0,8.0,695570,1,60.5
552,1980,Oregon,Other,independent,1181516,1880863.0,6.0,112389,0,9.51
553,1980,Oregon,"Carter, Jimmy",democrat,1181516,1880863.0,6.0,456890,0,38.67
554,1980,Oregon,Other,libertarian,1181516,1880863.0,6.0,25838,0,2.19
555,1980,Oregon,Other,citizens,1181516,1880863.0,6.0,13642,0,1.15
556,1980,Oregon,"Reagan, Ronald",republican,1181516,1880863.0,6.0,571044,1,48.33
557,1980,Pennsylvania,Other,independent,4561501,8664166.0,27.0,292921,0,6.42
558,1980,Pennsylvania,"Carter, Jimmy",democrat,4561501,8664166.0,27.0,1937540,0,42.48
559,1980,Pennsylvania,Other,libertarian,4561501,8664166.0,27.0,33263,0,0.73
560,1980,Pennsylvania,Other,citizens,4561501,8664166.0,27.0,10430,0,0.23
561,1980,Pennsylvania,Other,socialist workers,4561501,8664166.0,27.0,20291,0,0.44
562,1980,Pennsylvania,Other,communist party use,4561501,8664166.0,27.0,5184,0,0.11
563,1980,Pennsylvania,"Reagan, Ronald",republican,4561501,8664166.0,27.0,2261872,1,49.59
564,1980,Rhode Island,Other,independent,415967,675067.0,4.0,59819,0,14.38
565,1980,Rhode Island,"Carter, Jimmy",democrat,415967,675067.0,4.0,198342,1,47.68
566,1980,Rhode Island,Other,libertarian,415967,675067.0,4.0,2458,0,0.59
567,1980,Rhode Island,Other,socialist workers,415967,675067.0,4.0,90,0,0.02
568,1980,Rhode Island,Other,workers world,415967,675067.0,4.0,77,0,0.02
569,1980,Rhode Island,Other,communist party use,415967,675067.0,4.0,218,0,0.05
570,1980,Rhode Island,Other,socialist,415967,675067.0,4.0,170,0,0.04
571,1980,Rhode Island,"Reagan, Ronald",republican,415967,675067.0,4.0,154793,0,37.21
572,1980,South Carolina,Other,independent,888258,2176721.0,8.0,13868,0,1.56
573,1980,South Carolina,"Carter, Jimmy",democrat,888258,2176721.0,8.0,428220,0,48.21
574,1980,South Carolina,Other,libertarian,888258,2176721.0,8.0,4807,0,0.54
575,1980,South Carolina,Other,american independent party,888258,2176721.0,8.0,2086,0,0.23
576,1980,South Carolina,"Reagan, Ronald",republican,888258,2176721.0,8.0,439277,1,49.45
577,1980,South Dakota,Other,independent,327703,484328.0,4.0,21431,0,6.54
578,1980,South Dakota,"Carter, Jimmy",democrat,327703,484328.0,4.0,103855,0,31.69
579,1980,South Dakota,Other,libertarian,327703,484328.0,4.0,3824,0,1.17
580,1980,South Dakota,Other,socialist workers,327703,484328.0,4.0,250,0,0.08
581,1980,South Dakota,"Reagan, Ronald",republican,327703,484328.0,4.0,198343,1,60.53
582,1980,Tennessee,Other,independent,1617616,3285608.0,10.0,35991,0,2.22
583,1980,Tennessee,Other,prohibition,1617616,3285608.0,10.0,521,0,0.03
584,1980,Tennessee,"Carter, Jimmy",democrat,1617616,3285608.0,10.0,783051,0,48.41
585,1980,Tennessee,Other,libertarian,1617616,3285608.0,10.0,7116,0,0.44
586,1980,Tennessee,Other,citizens,1617616,3285608.0,10.0,1112,0,0.07
587,1980,Tennessee,Other,socialist workers,1617616,3285608.0,10.0,490,0,0.03
588,1980,Tennessee,Other,workers world,1617616,3285608.0,10.0,400,0,0.02
589,1980,Tennessee,Other,communist party use,1617616,3285608.0,10.0,503,0,0.03
590,1980,Tennessee,Other,socialist,1617616,3285608.0,10.0,519,0,0.03
591,1980,Tennessee,"Reagan, Ronald",republican,1617616,3285608.0,10.0,787761,1,48.7
592,1980,Texas,Other,independent,4541636,9572904.0,26.0,111613,0,2.46
593,1980,Texas,"Carter, Jimmy",democrat,4541636,9572904.0,26.0,1881147,0,41.42
594,1980,Texas,Other,libertarian,4541636,9572904.0,26.0,37643,0,0.83
595,1980,Texas,"Reagan, Ronald",republican,4541636,9572904.0,26.0,2510705,1,55.28
596,1980,Utah,Other,independent,604152,915484.0,4.0,30284,0,5.01
597,1980,Utah,"Carter, Jimmy",democrat,604152,915484.0,4.0,124266,0,20.57
598,1980,Utah,Other,libertarian,604152,915484.0,4.0,7156,0,1.18
599,1980,Utah,Other,citizens,604152,915484.0,4.0,1009,0,0.17
600,1980,Utah,Other,socialist workers,604152,915484.0,4.0,124,0,0.02
601,1980,Utah,Other,american,604152,915484.0,4.0,965,0,0.16
602,1980,Utah,Other,communist party use,604152,915484.0,4.0,139,0,0.02
603,1980,Utah,Other,american independent party,604152,915484.0,4.0,522,0,0.09
604,1980,Utah,"Reagan, Ronald",republican,604152,915484.0,4.0,439687,1,72.78
605,1980,Vermont,Other,independent,213299,363143.0,3.0,31761,0,14.89
606,1980,Vermont,"Carter, Jimmy",democrat,213299,363143.0,3.0,81952,0,38.42
607,1980,Vermont,Other,libertarian,213299,363143.0,3.0,1900,0,0.89
608,1980,Vermont,Other,citizens,213299,363143.0,3.0,2316,0,1.09
609,1980,Vermont,Other,socialist workers,213299,363143.0,3.0,75,0,0.04
610,1980,Vermont,Other,communist party use,213299,363143.0,3.0,118,0,0.06
611,1980,Vermont,Other,socialist,213299,363143.0,3.0,136,0,0.06
612,1980,Vermont,"Reagan, Ronald",republican,213299,363143.0,3.0,94628,1,44.36
613,1980,Virginia,Other,independent,1866032,3830887.0,12.0,95418,0,5.11
614,1980,Virginia,"Carter, Jimmy",democrat,1866032,3830887.0,12.0,752174,0,40.31
615,1980,Virginia,Other,libertarian,1866032,3830887.0,12.0,12821,0,0.69
616,1980,Virginia,Other,citizens,1866032,3830887.0,12.0,14024,0,0.75
617,1980,Virginia,Other,socialist workers,1866032,3830887.0,12.0,1986,0,0.11
618,1980,Virginia,"Reagan, Ronald",republican,1866032,3830887.0,12.0,989609,1,53.03
619,1980,Washington,Other,independent,1742394,2923670.0,9.0,185073,0,10.62
